KO	GeneNumber	Description
K00020	1	 mmsB, HIBADH; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]
K00459	3	 ncd2, npd; nitronate monooxygenase [EC:1.13.12.16]
K00024	1	 mdh; malate dehydrogenase [EC:1.1.1.37]
K00003	1	 E1.1.1.3; homoserine dehydrogenase [EC:1.1.1.3]
K00014	1	 aroE; shikimate dehydrogenase [EC:1.1.1.25]
K00013	1	 hisD; histidinol dehydrogenase [EC:1.1.1.23]
K00208	2	 fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]
K00015	1	 gyaR, GOR1; glyoxylate reductase [EC:1.1.1.26]
K00029	1	 E1.1.1.40, maeB; malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]
K00537	2	 ARSC1, arsC; arsenate reductase [EC:1.20.4.1]
K00383	4	 GSR, gor; glutathione reductase (NADPH) [EC:1.8.1.7]
K00568	1	 ubiG; 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]
K00558	2	 DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]
K00057	1	 gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]
K00019	1	 E1.1.1.30, bdh; 3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]
K00571	1	 E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]
K00287	1	 DHFR, folA; dihydrofolate reductase [EC:1.5.1.3]
K00065	1	 kduD; 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]
K00413	2	 CYC1, CYT1, petC; ubiquinol-cytochrome c reductase cytochrome c1 subunit
K00411	1	 UQCRFS1, RIP1, petA; ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:1.10.2.2]
K00560	1	 thyA, TYMS; thymidylate synthase [EC:2.1.1.45]
K00457	1	 HPD, hppD; 4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]
K00228	1	 CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]
